date,time,home_team,score,away_team,attendance,venue,home_goals,away_goals
1989-09-02,,Düsseldorf,4–2,Stuttgart,,,4.0,2.0
1989-09-02,,Dortmund,3–0,Homburg,,,3.0,0.0
1989-09-02,,Leverkusen,3–0,Mannheim,,,3.0,0.0
1989-09-02,,St Pauli,1–1,Köln,,,1.0,1.0
1989-09-02,,Nürnberg,2–0,M'Gladbach,,,2.0,0.0
,,,,,,,,
1989-09-08,,M'Gladbach,3–1,Düsseldorf,,,3.0,1.0
1989-09-09,,Eint Frankfurt,1–2,Bayern Munich,,,1.0,2.0
1989-09-09,,Hamburger SV,0–1,Leverkusen,,,0.0,1.0
1989-09-09,,Stuttgart,1–0,Uerdingen,,,1.0,0.0
1989-09-09,,Homburg,0–1,Nürnberg,,,0.0,1.0
1989-09-09,,Köln,4–2,Werder Bremen,,,4.0,2.0
1989-09-09,,Mannheim,0–1,St Pauli,,,0.0,1.0
1989-09-09,,Bochum,2–0,Kaiserslautern,,,2.0,0.0
1989-09-09,,Karlsruher,2–1,Dortmund,,,2.0,1.0
,,,,,,,,
1989-09-15,,Leverkusen,2–0,Eint Frankfurt,,,2.0,0.0
1989-09-15,,M'Gladbach,0–0,Homburg,,,0.0,0.0
1989-09-16,,Düsseldorf,2–1,Uerdingen,,,2.0,1.0
1989-09-16,,Werder Bremen,0–1,Mannheim,,,0.0,1.0
1989-09-16,,Nürnberg,2–0,Karlsruher,,,2.0,0.0
1989-09-16,,Dortmund,0–0,Köln,,,0.0,0.0
1989-09-16,,Bayern Munich,5–1,Bochum,,,5.0,1.0
1989-09-16,,St Pauli,0–0,Hamburger SV,,,0.0,0.0
1989-09-16,,Kaiserslautern,1–2,Stuttgart,,,1.0,2.0
,,,,,,,,
1989-09-19,,Karlsruher,0–1,M'Gladbach,,,0.0,1.0
1989-09-19,,Eint Frankfurt,4–1,St Pauli,,,4.0,1.0
1989-09-19,,Uerdingen,3–2,Kaiserslautern,,,3.0,2.0
1989-09-19,,Homburg,1–0,Düsseldorf,,,1.0,0.0
1989-09-20,,Mannheim,2–1,Dortmund,,,2.0,1.0
1989-09-20,,Hamburger SV,4–0,Werder Bremen,,,4.0,0.0
1989-09-20,,Stuttgart,2–1,Bayern Munich,,,2.0,1.0
1989-09-20,,Köln,2–1,Nürnberg,,,2.0,1.0
1989-09-20,,Bochum,0–2,Leverkusen,,,0.0,2.0
,,,,,,,,
1989-09-29,,St Pauli,2–0,Bochum,,,2.0,0.0
1989-09-30,,Homburg,2–0,Karlsruher,,,2.0,0.0
1989-09-30,,Werder Bremen,1–2,Eint Frankfurt,,,1.0,2.0
1989-09-30,,Nürnberg,2–0,Mannheim,,,2.0,0.0
1989-09-30,,Dortmund,1–0,Hamburger SV,,,1.0,0.0
1989-09-30,,Bayern Munich,3–0,Uerdingen,,,3.0,0.0
1989-09-30,,Leverkusen,1–1,Stuttgart,,,1.0,1.0
1989-09-30,,M'Gladbach,0–2,Köln,,,0.0,2.0
1989-09-30,,Düsseldorf,1–1,Kaiserslautern,,,1.0,1.0
,,,,,,,,
1989-10-07,,Kaiserslautern,0–0,Bayern Munich,,,0.0,0.0
1989-10-07,,Mannheim,4–2,M'Gladbach,,,4.0,2.0
1989-10-07,,Stuttgart,4–0,St Pauli,,,4.0,0.0
1989-10-07,,Bochum,0–0,Werder Bremen,,,0.0,0.0
1989-10-07,,Köln,1–0,Homburg,,,1.0,0.0
1989-10-07,,Karlsruher,2–2,Düsseldorf,,,2.0,2.0
1989-10-07,,Hamburger SV,1–0,Nürnberg,,,1.0,0.0
1989-10-07,,Uerdingen,0–2,Leverkusen,,,0.0,2.0
1989-10-07,,Eint Frankfurt,0–2,Dortmund,,,0.0,2.0
,,,,,,,,
1989-10-13,,Dortmund,0–1,Bochum,,,0.0,1.0
1989-10-13,,M'Gladbach,1–3,Hamburger SV,,,1.0,3.0
1989-10-13,,Werder Bremen,6–1,Stuttgart,,,6.0,1.0
1989-10-14,,Nürnberg,1–1,Eint Frankfurt,,,1.0,1.0
1989-10-14,,Karlsruher,0–0,Köln,,,0.0,0.0
1989-10-14,,Leverkusen,1–1,Kaiserslautern,,,1.0,1.0
1989-10-14,,Homburg,2–1,Mannheim,,,2.0,1.0
1989-10-14,,St Pauli,1–1,Uerdingen,,,1.0,1.0
1989-10-14,,Düsseldorf,1–2,Bayern Munich,,,1.0,2.0
,,,,,,,,
1989-10-20,,Kaiserslautern,1–1,St Pauli,,,1.0,1.0
1989-10-21,,Köln,1–3,Düsseldorf,,,1.0,3.0
1989-10-21,,Uerdingen,0–1,Werder Bremen,,,0.0,1.0
1989-10-21,,Hamburger SV,2–0,Homburg,,,2.0,0.0
1989-10-21,,Bayern Munich,0–1,Leverkusen,,,0.0,1.0
1989-10-21,,Stuttgart,3–1,Dortmund,,,3.0,1.0
1989-10-21,,Mannheim,0–1,Karlsruher,,,0.0,1.0
1989-10-21,,Bochum,3–3,Nürnberg,,,3.0,3.0
1989-10-21,,Eint Frankfurt,3–0,M'Gladbach,,,3.0,0.0
,,,,,,,,
1989-10-27,,St Pauli,0–2,Bayern Munich,,,0.0,2.0
1989-10-27,,Werder Bremen,4–0,Kaiserslautern,,,4.0,0.0
1989-10-28,,M'Gladbach,1–2,Bochum,,,1.0,2.0
1989-10-28,,Leverkusen,3–3,Düsseldorf,,,3.0,3.0
1989-10-28,,Dortmund,1–0,Uerdingen,,,1.0,0.0
1989-10-28,,Mannheim,2–3,Köln,,,2.0,3.0
1989-10-28,,Homburg,2–3,Eint Frankfurt,,,2.0,3.0
1989-10-28,,Karlsruher,2–0,Hamburger SV,,,2.0,0.0
1989-10-28,,Nürnberg,0–2,Stuttgart,,,0.0,2.0
,,,,,,,,
1989-11-03,,Düsseldorf,0–0,Mannheim,,,0.0,0.0
1989-11-03,,Bochum,1–0,Homburg,,,1.0,0.0
1989-11-03,,Leverkusen,1–1,St Pauli,,,1.0,1.0
1989-11-04,,Eint Frankfurt,1–1,Karlsruher,,,1.0,1.0
1989-11-04,,Kaiserslautern,2–2,Dortmund,,,2.0,2.0
1989-11-04,,Bayern Munich,1–1,Werder Bremen,,,1.0,1.0
1989-11-04,,Uerdingen,3–3,Nürnberg,,,3.0,3.0
1989-11-04,,Hamburger SV,0–2,Köln,,,0.0,2.0
1989-11-04,,Stuttgart,4–0,M'Gladbach,,,4.0,0.0
,,,,,,,,
1989-11-17,,St Pauli,1–0,Düsseldorf,,,1.0,0.0
1989-11-17,,Nürnberg,0–0,Kaiserslautern,,,0.0,0.0
1989-11-18,,Dortmund,2–2,Bayern Munich,,,2.0,2.0
1989-11-18,,Homburg,4–2,Stuttgart,,,4.0,2.0
1989-11-18,,Werder Bremen,0–0,Leverkusen,,,0.0,0.0
1989-11-18,,M'Gladbach,0–1,Uerdingen,,,0.0,1.0
1989-11-18,,Mannheim,4–1,Hamburger SV,,,4.0,1.0
1989-11-18,,Karlsruher,2–0,Bochum,,,2.0,0.0
1989-11-18,,Köln,3–5,Eint Frankfurt,,,3.0,5.0
,,,,,,,,
1989-11-23,,Dortmund,1–1,Leverkusen,,,1.0,1.0
1989-11-25,,Homburg,1–2,Uerdingen,,,1.0,2.0
1989-11-25,,M'Gladbach,3–1,Kaiserslautern,,,3.0,1.0
1989-11-25,,Werder Bremen,2–1,St Pauli,,,2.0,1.0
1989-11-25,,Nürnberg,4–0,Bayern Munich,,,4.0,0.0
1989-11-25,,Köln,2–0,Bochum,,,2.0,0.0
1989-11-25,,Mannheim,1–1,Eint Frankfurt,,,1.0,1.0
1989-11-25,,Karlsruher,1–0,Stuttgart,,,1.0,0.0
1989-11-25,,Hamburger SV,1–0,Düsseldorf,,,1.0,0.0
,,,,,,,,
1989-11-30,,St Pauli,2–1,Dortmund,,,2.0,1.0
1989-12-01,,Leverkusen,2–0,Nürnberg,,,2.0,0.0
1989-12-01,,Bochum,2–0,Mannheim,,,2.0,0.0
1989-12-02,,Stuttgart,3–1,Köln,,,3.0,1.0
1989-12-02,,Eint Frankfurt,2–0,Hamburger SV,,,2.0,0.0
1989-12-02,,Uerdingen,1–0,Karlsruher,,,1.0,0.0
1989-12-02,,Bayern Munich,2–0,M'Gladbach,,,2.0,0.0
1989-12-02,,Düsseldorf,2–1,Werder Bremen,,,2.0,1.0
1989-12-02,,Kaiserslautern,3–1,Homburg,,,3.0,1.0
,,,,,,,,
1989-12-08,,M'Gladbach,1–1,Leverkusen,,,1.0,1.0
1989-12-09,,Köln,0–1,Uerdingen,,,0.0,1.0
1989-12-09,,Nürnberg,0–1,St Pauli,,,0.0,1.0
1989-12-09,,Eint Frankfurt,2–0,Düsseldorf,,,2.0,0.0
1989-12-09,,Dortmund,4–1,Werder Bremen,,,4.0,1.0
1989-12-09,,Mannheim,2–1,Stuttgart,,,2.0,1.0
1989-12-09,,Hamburger SV,1–4,Bochum,,,1.0,4.0
1989-12-09,,Karlsruher,0–0,Kaiserslautern,,,0.0,0.0
1989-12-09,,Homburg,1–3,Bayern Munich,,,1.0,3.0
,,,,,,,,
1989-12-14,,Bochum,2–2,Eint Frankfurt,,,2.0,2.0
1989-12-15,,Düsseldorf,1–1,Dortmund,,,1.0,1.0
1989-12-16,,Werder Bremen,4–0,Nürnberg,,,4.0,0.0
1989-12-16,,Bayern Munich,4–1,Karlsruher,,,4.0,1.0
1989-12-16,,Uerdingen,0–2,Mannheim,,,0.0,2.0
1989-12-16,,St Pauli,2–1,M'Gladbach,,,2.0,1.0
1989-12-16,,Stuttgart,3–0,Hamburger SV,,,3.0,0.0
1989-12-16,,Kaiserslautern,1–2,Köln,,,1.0,2.0
1990-02-17,,Leverkusen,3–1,Homburg,,,3.0,1.0
,,,,,,,,
1990-02-23,,Köln,1–1,Bayern Munich,,,1.0,1.0
1990-02-23,,Homburg,0–2,St Pauli,,,0.0,2.0
1990-02-24,,Bochum,1–2,Düsseldorf,,,1.0,2.0
1990-02-24,,Mannheim,4–0,Kaiserslautern,,,4.0,0.0
1990-02-24,,Karlsruher,2–1,Leverkusen,,,2.0,1.0
1990-02-24,,Eint Frankfurt,5–1,Stuttgart,,,5.0,1.0
1990-02-24,,Hamburger SV,6–0,Uerdingen,,,6.0,0.0
1990-02-24,,M'Gladbach,4–0,Werder Bremen,,,4.0,0.0
,,,,,,,,
1990-03-02,,Werder Bremen,0–0,Homburg,,,0.0,0.0
1990-03-02,,St Pauli,1–1,Karlsruher,,,1.0,1.0
1990-03-03,,Uerdingen,1–1,Eint Frankfurt,,,1.0,1.0
1990-03-03,,Stuttgart,1–0,Bochum,,,1.0,0.0
1990-03-03,,Leverkusen,0–2,Köln,,,0.0,2.0
1990-03-03,,Düsseldorf,0–0,Nürnberg,,,0.0,0.0
1990-03-03,,Dortmund,3–0,M'Gladbach,,,3.0,0.0
1990-03-03,,Bayern Munich,2–0,Mannheim,,,2.0,0.0
1990-03-03,,Kaiserslautern,1–3,Hamburger SV,,,1.0,3.0
,,,,,,,,
1990-03-09,,Homburg,3–3,Dortmund,,,3.0,3.0
1990-03-09,,M'Gladbach,3–0,Nürnberg,,,3.0,0.0
1990-03-10,,Hamburger SV,0–3,Bayern Munich,,,0.0,3.0
1990-03-10,,Stuttgart,4–0,Düsseldorf,,,4.0,0.0
1990-03-10,,Karlsruher,2–1,Werder Bremen,,,2.0,1.0
1990-03-10,,Mannheim,1–1,Leverkusen,,,1.0,1.0
1990-03-10,,Bochum,2–1,Uerdingen,,,2.0,1.0
1990-03-10,,Köln,1–0,St Pauli,,,1.0,0.0
1990-03-10,,Eint Frankfurt,1–1,Kaiserslautern,,,1.0,1.0
,,,,,,,,
1990-03-15,,St Pauli,2–1,Mannheim,,,2.0,1.0
1990-03-16,,Werder Bremen,4–0,Köln,,,4.0,0.0
1990-03-17,,Nürnberg,2–0,Homburg,,,2.0,0.0
1990-03-17,,Düsseldorf,0–1,M'Gladbach,,,0.0,1.0
1990-03-17,,Kaiserslautern,2–1,Bochum,,,2.0,1.0
1990-03-17,,Dortmund,2–0,Karlsruher,,,2.0,0.0
1990-03-17,,Bayern Munich,1–0,Eint Frankfurt,,,1.0,0.0
1990-03-17,,Uerdingen,4–1,Stuttgart,,,4.0,1.0
1990-03-17,,Leverkusen,1–0,Hamburger SV,,,1.0,0.0
,,,,,,,,
1990-03-23,,Eint Frankfurt,0–3,Leverkusen,,,0.0,3.0
1990-03-23,,Homburg,1–3,M'Gladbach,,,1.0,3.0
1990-03-24,,Karlsruher,0–0,Nürnberg,,,0.0,0.0
1990-03-24,,Mannheim,0–0,Werder Bremen,,,0.0,0.0
1990-03-24,,Bochum,0–0,Bayern Munich,,,0.0,0.0
1990-03-24,,Köln,1–1,Dortmund,,,1.0,1.0
1990-03-24,,Uerdingen,0–1,Düsseldorf,,,0.0,1.0
1990-03-24,,Stuttgart,0–1,Kaiserslautern,,,0.0,1.0
1990-03-24,,Hamburger SV,0–0,St Pauli,,,0.0,0.0
,,,,,,,,
1990-03-30,,Dortmund,2–0,Mannheim,,,2.0,0.0
1990-03-30,,Düsseldorf,1–0,Homburg,,,1.0,0.0
1990-03-31,,M'Gladbach,0–0,Karlsruher,,,0.0,0.0
1990-03-31,,St Pauli,2–2,Eint Frankfurt,,,2.0,2.0
1990-03-31,,Bayern Munich,3–1,Stuttgart,,,3.0,1.0
1990-03-31,,Kaiserslautern,2–1,Uerdingen,,,2.0,1.0
1990-03-31,,Nürnberg,1–1,Köln,,,1.0,1.0
1990-03-31,,Werder Bremen,2–1,Hamburger SV,,,2.0,1.0
1990-03-31,,Leverkusen,2–1,Bochum,,,2.0,1.0
,,,,,,,,
1990-04-06,,Bochum,3–3,St Pauli,,,3.0,3.0
1990-04-06,,Kaiserslautern,1–0,Düsseldorf,,,1.0,0.0
1990-04-07,,Eint Frankfurt,1–0,Werder Bremen,,,1.0,0.0
1990-04-07,,Karlsruher,0–2,Homburg,,,0.0,2.0
1990-04-07,,Köln,3–0,M'Gladbach,,,3.0,0.0
1990-04-07,,Stuttgart,0–0,Leverkusen,,,0.0,0.0
1990-04-07,,Uerdingen,2–2,Bayern Munich,,,2.0,2.0
1990-04-07,,Mannheim,1–1,Nürnberg,,,1.0,1.0
1990-04-07,,Hamburger SV,1–1,Dortmund,,,1.0,1.0
,,,,,,,,
1990-04-11,,Dortmund,0–0,Eint Frankfurt,,,0.0,0.0
1990-04-12,,Homburg,0–1,Köln,,,0.0,1.0
1990-04-12,,Werder Bremen,1–1,Bochum,,,1.0,1.0
1990-04-12,,M'Gladbach,2–0,Mannheim,,,2.0,0.0
1990-04-12,,St Pauli,0–0,Stuttgart,,,0.0,0.0
1990-04-12,,Nürnberg,2–0,Hamburger SV,,,2.0,0.0
1990-04-12,,Düsseldorf,0–0,Karlsruher,,,0.0,0.0
1990-04-12,,Leverkusen,1–1,Uerdingen,,,1.0,1.0
1990-04-12,,Bayern Munich,3–0,Kaiserslautern,,,3.0,0.0
,,,,,,,,
1990-04-16,,Nürnberg,1–3,Dortmund,,,1.0,3.0
,,,,,,,,
1990-04-20,,Uerdingen,1–0,St Pauli,,,1.0,0.0
1990-04-20,,Kaiserslautern,2–0,Leverkusen,,,2.0,0.0
1990-04-21,,Stuttgart,3–1,Werder Bremen,,,3.0,1.0
1990-04-21,,Eint Frankfurt,5–1,Nürnberg,,,5.0,1.0
1990-04-21,,Bochum,2–3,Dortmund,,,2.0,3.0
1990-04-21,,Köln,0–5,Karlsruher,,,0.0,5.0
1990-04-21,,Bayern Munich,0–0,Düsseldorf,,,0.0,0.0
1990-04-21,,Hamburger SV,3–0,M'Gladbach,,,3.0,0.0
1990-04-21,,Mannheim,1–2,Homburg,,,1.0,2.0
,,,,,,,,
1990-04-27,,St Pauli,0–2,Kaiserslautern,,,0.0,2.0
1990-04-27,,Homburg,0–1,Hamburger SV,,,0.0,1.0
1990-04-28,,M'Gladbach,2–1,Eint Frankfurt,,,2.0,1.0
1990-04-28,,Werder Bremen,0–0,Uerdingen,,,0.0,0.0
1990-04-28,,Nürnberg,2–1,Bochum,,,2.0,1.0
1990-04-28,,Karlsruher,4–0,Mannheim,,,4.0,0.0
1990-04-28,,Düsseldorf,1–1,Köln,,,1.0,1.0
1990-04-28,,Dortmund,2–0,Stuttgart,,,2.0,0.0
1990-04-28,,Leverkusen,0–0,Bayern Munich,,,0.0,0.0
,,,,,,,,
1990-05-01,,Stuttgart,4–0,Nürnberg,,,4.0,0.0
1990-05-01,,Köln,6–0,Mannheim,,,6.0,0.0
1990-05-01,,Kaiserslautern,2–2,Werder Bremen,,,2.0,2.0
1990-05-01,,Bochum,2–1,M'Gladbach,,,2.0,1.0
1990-05-01,,Eint Frankfurt,1–1,Homburg,,,1.0,1.0
1990-05-02,,Uerdingen,1–3,Dortmund,,,1.0,3.0
1990-05-02,,Bayern Munich,1–0,St Pauli,,,1.0,0.0
1990-05-02,,Düsseldorf,2–0,Leverkusen,,,2.0,0.0
1990-05-02,,Hamburger SV,1–0,Karlsruher,,,1.0,0.0
,,,,,,,,
1990-05-05,,Homburg,1–0,Bochum,,,1.0,0.0
1990-05-05,,Werder Bremen,2–2,Bayern Munich,,,2.0,2.0
1990-05-05,,Karlsruher,1–0,Eint Frankfurt,,,1.0,0.0
1990-05-05,,Köln,2–0,Hamburger SV,,,2.0,0.0
1990-05-05,,Dortmund,1–1,Kaiserslautern,,,1.0,1.0
1990-05-05,,M'Gladbach,3–1,Stuttgart,,,3.0,1.0
1990-05-05,,St Pauli,3–0,Leverkusen,,,3.0,0.0
1990-05-05,,Nürnberg,1–1,Uerdingen,,,1.0,1.0
1990-05-05,,Mannheim,0–1,Düsseldorf,,,0.0,1.0
,,,,,,,,
1990-05-12,,Eint Frankfurt,3–1,Köln,,,3.0,1.0
1990-05-12,,Hamburger SV,1–0,Mannheim,,,1.0,0.0
1990-05-12,,Leverkusen,1–3,Werder Bremen,,,1.0,3.0
1990-05-12,,Bochum,2–0,Karlsruher,,,2.0,0.0
1990-05-12,,Bayern Munich,3–0,Dortmund,,,3.0,0.0
1990-05-12,,Düsseldorf,7–0,St Pauli,,,7.0,0.0
1990-05-12,,Uerdingen,0–0,M'Gladbach,,,0.0,0.0
1990-05-12,,Kaiserslautern,0–2,Nürnberg,,,0.0,2.0
1990-05-12,,Stuttgart,2–2,Homburg,,,2.0,2.0
1990-08-08,,Dortmund,0–3,Stuttgart,,,0.0,3.0
1990-08-09,,Hertha BSC,1–2,St Pauli,,,1.0,2.0
1990-08-10,,Nürnberg,1–1,Uerdingen,,,1.0,1.0
1990-08-11,,Hamburger SV,1–3,Kaiserslautern,,,1.0,3.0
1990-08-11,,Köln,1–1,Düsseldorf,,,1.0,1.0
1990-08-11,,M'Gladbach,1–2,Bochum,,,1.0,2.0
1990-08-11,,Bayern Munich,1–1,Leverkusen,,,1.0,1.0
1990-08-11,,Wattenscheid,2–0,Werder Bremen,,,2.0,0.0
1990-08-11,,Eint Frankfurt,3–0,Karlsruher,,,3.0,0.0
,,,,,,,,
1990-08-14,,St Pauli,0–0,Bayern Munich,,,0.0,0.0
1990-08-17,,Werder Bremen,3–0,M'Gladbach,,,3.0,0.0
1990-08-17,,Stuttgart,4–0,Hertha BSC,,,4.0,0.0
1990-08-18,,Kaiserslautern,1–1,Eint Frankfurt,,,1.0,1.0
1990-08-18,,Leverkusen,2–2,Nürnberg,,,2.0,2.0
1990-08-18,,Düsseldorf,2–1,Hamburger SV,,,2.0,1.0
1990-08-18,,Bochum,1–0,Köln,,,1.0,0.0
1990-08-18,,Uerdingen,0–2,Wattenscheid,,,0.0,2.0
1990-08-18,,Karlsruher,1–2,Dortmund,,,1.0,2.0
,,,,,,,,
1990-08-24,,Dortmund,0–2,Kaiserslautern,,,0.0,2.0
1990-08-24,,Hamburger SV,1–0,Bochum,,,1.0,0.0
1990-08-24,,Eint Frankfurt,5–1,Düsseldorf,,,5.0,1.0
1990-08-25,,Nürnberg,5–2,St Pauli,,,5.0,2.0
1990-08-25,,Wattenscheid,1–1,M'Gladbach,,,1.0,1.0
1990-08-25,,Bayern Munich,2–1,Stuttgart,,,2.0,1.0
1990-08-25,,Hertha BSC,1–1,Karlsruher,,,1.0,1.0
1990-08-25,,Uerdingen,1–1,Leverkusen,,,1.0,1.0
1990-08-25,,Köln,1–0,Werder Bremen,,,1.0,0.0
,,,,,,,,
1990-08-31,,Kaiserslautern,4–3,Hertha BSC,,,4.0,3.0
1990-09-01,,Bochum,0–0,Eint Frankfurt,,,0.0,0.0
1990-09-01,,St Pauli,1–1,Uerdingen,,,1.0,1.0
1990-09-01,,M'Gladbach,2–2,Köln,,,2.0,2.0
1990-09-01,,Karlsruher,2–3,Bayern Munich,,,2.0,3.0
1990-09-01,,Stuttgart,2–1,Nürnberg,,,2.0,1.0
1990-09-01,,Werder Bremen,3–1,Hamburger SV,,,3.0,1.0
1990-09-02,,Düsseldorf,0–0,Dortmund,,,0.0,0.0
1990-09-04,,Leverkusen,2–1,Wattenscheid,,,2.0,1.0
,,,,,,,,
1990-09-07,,Dortmund,1–0,Bochum,,,1.0,0.0
1990-09-07,,Bayern Munich,4–0,Kaiserslautern,,,4.0,0.0
1990-09-07,,Uerdingen,2–0,Stuttgart,,,2.0,0.0
1990-09-08,,Hertha BSC,0–1,Düsseldorf,,,0.0,1.0
1990-09-08,,Wattenscheid,0–3,Köln,,,0.0,3.0
1990-09-08,,Nürnberg,0–0,Karlsruher,,,0.0,0.0
1990-09-08,,Eint Frankfurt,0–0,Werder Bremen,,,0.0,0.0
1990-09-08,,Hamburger SV,3–0,M'Gladbach,,,3.0,0.0
1990-09-08,,Leverkusen,3–1,St Pauli,,,3.0,1.0
,,,,,,,,
1990-09-14,,Kaiserslautern,3–1,Nürnberg,,,3.0,1.0
1990-09-14,,St Pauli,1–1,Wattenscheid,,,1.0,1.0
1990-09-14,,Karlsruher,2–0,Uerdingen,,,2.0,0.0
1990-09-15,,Bochum,4–2,Hertha BSC,,,4.0,2.0
1990-09-15,,Stuttgart,0–2,Leverkusen,,,0.0,2.0
1990-09-15,,Köln,1–0,Hamburger SV,,,1.0,0.0
1990-09-15,,Düsseldorf,1–2,Bayern Munich,,,1.0,2.0
1990-09-15,,M'Gladbach,1–1,Eint Frankfurt,,,1.0,1.0
1990-09-15,,Werder Bremen,1–1,Dortmund,,,1.0,1.0
,,,,,,,,
1990-09-21,,Wattenscheid,0–1,Hamburger SV,,,0.0,1.0
1990-09-22,,Uerdingen,3–7,Kaiserslautern,,,3.0,7.0
1990-09-22,,Leverkusen,1–0,Karlsruher,,,1.0,0.0
1990-09-22,,Eint Frankfurt,1–0,Köln,,,1.0,0.0
1990-09-22,,Hertha BSC,0–0,Werder Bremen,,,0.0,0.0
1990-09-22,,St Pauli,2–2,Stuttgart,,,2.0,2.0
1990-09-22,,Dortmund,1–1,M'Gladbach,,,1.0,1.0
1990-09-22,,Bayern Munich,2–2,Bochum,,,2.0,2.0
1990-09-23,,Nürnberg,3–0,Düsseldorf,,,3.0,0.0
,,,,,,,,
1990-09-28,,Kaiserslautern,2–1,Leverkusen,,,2.0,1.0
1990-09-28,,Werder Bremen,1–0,Bayern Munich,,,1.0,0.0
1990-09-28,,M'Gladbach,2–0,Hertha BSC,,,2.0,0.0
1990-09-29,,Karlsruher,1–1,St Pauli,,,1.0,1.0
1990-09-29,,Düsseldorf,0–2,Uerdingen,,,0.0,2.0
1990-09-29,,Bochum,0–0,Nürnberg,,,0.0,0.0
1990-09-29,,Stuttgart,1–4,Wattenscheid,,,1.0,4.0
1990-09-29,,Hamburger SV,0–1,Eint Frankfurt,,,0.0,1.0
1990-09-29,,Köln,0–1,Dortmund,,,0.0,1.0
,,,,,,,,
1990-10-05,,Uerdingen,4–1,Bochum,,,4.0,1.0
1990-10-06,,Dortmund,1–1,Hamburger SV,,,1.0,1.0
1990-10-06,,Stuttgart,2–2,Karlsruher,,,2.0,2.0
1990-10-06,,Hertha BSC,0–0,Köln,,,0.0,0.0
1990-10-06,,Leverkusen,1–1,Düsseldorf,,,1.0,1.0
1990-10-06,,Nürnberg,2–3,Werder Bremen,,,2.0,3.0
1990-10-06,,St Pauli,1–0,Kaiserslautern,,,1.0,0.0
1990-10-06,,Wattenscheid,1–0,Eint Frankfurt,,,1.0,0.0
1990-10-06,,Bayern Munich,4–1,M'Gladbach,,,4.0,1.0
,,,,,,,,
1990-10-12,,Karlsruher,1–3,Wattenscheid,,,1.0,3.0
1990-10-13,,M'Gladbach,2–0,Nürnberg,,,2.0,0.0
1990-10-13,,Eint Frankfurt,3–1,Dortmund,,,3.0,1.0
1990-10-13,,Bochum,3–1,Leverkusen,,,3.0,1.0
1990-10-13,,Köln,4–0,Bayern Munich,,,4.0,0.0
1990-10-13,,Kaiserslautern,2–0,Stuttgart,,,2.0,0.0
1990-10-13,,Düsseldorf,0–0,St Pauli,,,0.0,0.0
1990-10-13,,Werder Bremen,4–3,Uerdingen,,,4.0,3.0
1990-10-14,,Hamburger SV,2–0,Hertha BSC,,,2.0,0.0
,,,,,,,,
1990-10-19,,Wattenscheid,1–1,Dortmund,,,1.0,1.0
1990-10-19,,Leverkusen,0–0,Werder Bremen,,,0.0,0.0
1990-10-19,,St Pauli,3–3,Bochum,,,3.0,3.0
1990-10-20,,Bayern Munich,6–1,Hamburger SV,,,6.0,1.0
1990-10-20,,Stuttgart,1–1,Düsseldorf,,,1.0,1.0
1990-10-20,,Hertha BSC,1–0,Eint Frankfurt,,,1.0,0.0
1990-10-20,,Karlsruher,4–2,Kaiserslautern,,,4.0,2.0
1990-10-20,,Uerdingen,1–1,M'Gladbach,,,1.0,1.0
1990-10-20,,Nürnberg,0–4,Köln,,,0.0,4.0
,,,,,,,,
1990-10-26,,Werder Bremen,1–0,St Pauli,,,1.0,0.0
1990-10-26,,Bochum,1–1,Stuttgart,,,1.0,1.0
1990-10-27,,Düsseldorf,5–2,Karlsruher,,,5.0,2.0
1990-10-27,,M'Gladbach,1–1,Leverkusen,,,1.0,1.0
1990-10-27,,Eint Frankfurt,1–4,Bayern Munich,,,1.0,4.0
1990-10-27,,Hamburger SV,4–0,Nürnberg,,,4.0,0.0
1990-10-27,,Dortmund,3–1,Hertha BSC,,,3.0,1.0
1990-10-27,,Köln,3–1,Uerdingen,,,3.0,1.0
1990-10-27,,Kaiserslautern,1–1,Wattenscheid,,,1.0,1.0
,,,,,,,,
1990-11-09,,Wattenscheid,3–1,Hertha BSC,,,3.0,1.0
1990-11-10,,Nürnberg,0–2,Eint Frankfurt,,,0.0,2.0
1990-11-10,,Bayern Munich,2–3,Dortmund,,,2.0,3.0
1990-11-10,,Leverkusen,2–0,Köln,,,2.0,0.0
1990-11-10,,St Pauli,1–1,M'Gladbach,,,1.0,1.0
1990-11-10,,Uerdingen,0–0,Hamburger SV,,,0.0,0.0
1990-11-10,,Kaiserslautern,0–0,Düsseldorf,,,0.0,0.0
1990-11-10,,Karlsruher,3–2,Bochum,,,3.0,2.0
1990-11-10,,Stuttgart,0–1,Werder Bremen,,,0.0,1.0
,,,,,,,,
1990-11-16,,Dortmund,0–2,Nürnberg,,,0.0,2.0
1990-11-16,,Düsseldorf,2–1,Wattenscheid,,,2.0,1.0
1990-11-16,,Köln,2–0,St Pauli,,,2.0,0.0
1990-11-17,,Hamburger SV,3–1,Leverkusen,,,3.0,1.0
1990-11-17,,Hertha BSC,0–0,Bayern Munich,,,0.0,0.0
1990-11-17,,M'Gladbach,2–0,Stuttgart,,,2.0,0.0
1990-11-17,,Eint Frankfurt,4–0,Uerdingen,,,4.0,0.0
1990-11-17,,Werder Bremen,2–0,Karlsruher,,,2.0,0.0
1990-11-17,,Bochum,0–2,Kaiserslautern,,,0.0,2.0
,,,,,,,,
1990-11-24,,Stuttgart,3–2,Köln,,,3.0,2.0
